# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
113.598,7844.503,66.833,0.272,501.877,1.028,501.878,NaN,4.67E+04,0,468.418,13.028,-40.065,332.416,0.218
114.098,7811.133,66.698,0.272,500.949,1.028,500.95,NaN,4.67E+04,0,468.424,13.028,-39.848,334.085,0.217
114.598,7777.831,66.563,0.271,500.015,1.027,500.016,NaN,4.67E+04,0,468.412,13.028,-39.631,335.75,0.217
115.098,7744.597,66.427,0.272,499.078,1.027,499.079,NaN,4.67E+04,0,468.391,13.028,-39.415,337.412,0.216
115.598,7711.43,66.293,0.269,498.134,1.026,498.135,NaN,4.67E+04,0,468.342,13.028,-39.2,339.071,0.215
116.098,7678.331,66.159,0.268,497.187,1.026,497.188,NaN,4.67E+04,0,468.291,13.028,-38.985,340.727,0.215
116.598,7645.298,66.025,0.268,496.238,1.026,496.239,NaN,4.67E+04,0,468.236,13.028,-38.77,342.379,0.214
117.098,7612.333,65.892,0.272,495.284,1.025,495.285,NaN,4.67E+04,0,468.18,13.028,-38.556,344.028,0.214
117.598,7579.434,65.761,0.263,494.318,1.025,494.319,NaN,4.67E+04,0,468.081,13.028,-38.342,345.673,0.213
118.098,7546.601,65.629,0.262,493.344,1.024,493.345,NaN,4.67E+04,0,467.999,13.028,-38.128,347.315,0.213
118.598,7513.833,65.499,0.259,492.37,1.024,492.371,NaN,4.67E+04,0,467.913,13.028,-37.915,348.954,0.212
119.098,7481.131,65.369,0.262,491.399,1.023,491.4,NaN,4.67E+04,0,467.841,13.028,-37.703,350.59,0.212
119.598,7448.493,65.241,0.256,490.422,1.023,490.423,NaN,4.67E+04,0,467.737,13.028,-37.491,352.222,0.211
120.098,7415.919,65.114,0.254,489.435,1.023,489.436,NaN,4.67E+04,0,467.639,13.028,-37.279,353.851,0.211
120.598,7383.408,64.987,0.252,488.448,1.022,488.449,NaN,4.67E+04,0,467.548,13.028,-37.068,355.477,0.21
121.098,7350.961,64.862,0.251,487.46,1.022,487.461,NaN,4.67E+04,0,467.539,13.028,-36.857,357.167,0.21
121.598,7318.576,64.737,0.252,486.468,1.021,486.469,NaN,4.67E+04,0,467.559,13.028,-36.646,358.884,0.209
122.098,7286.254,64.612,0.252,485.47,1.021,485.471,NaN,4.67E+04,0,467.553,13.028,-36.436,360.598,0.209
122.598,7253.995,64.487,0.25,484.473,1.02,484.474,NaN,4.67E+04,0,467.535,13.028,-36.226,362.309,0.208
123.098,7221.798,64.362,0.25,483.477,1.02,483.478,NaN,4.67E+04,0,467.505,13.028,-36.017,364.017,0.208
123.598,7189.664,64.237,0.252,482.478,1.019,482.479,NaN,4.67E+04,0,467.463,13.028,-35.808,365.721,0.207
124.098,7157.592,64.112,0.252,481.482,1.019,481.483,NaN,4.67E+04,0,467.414,13.028,-35.6,367.422,0.207
124.598,7125.582,63.988,0.247,480.497,1.019,480.498,NaN,4.67E+04,0,467.348,13.028,-35.392,369.119,0.206
125.098,7093.634,63.865,0.246,479.521,1.018,479.522,NaN,4.67E+04,0,467.282,13.028,-35.184,370.813,0.206
125.598,7061.747,63.742,0.243,478.552,1.018,478.553,NaN,4.67E+04,0,467.212,13.028,-34.977,372.504,0.205
126.098,7029.92,63.621,0.242,477.585,1.017,477.586,NaN,4.67E+04,0,467.138,13.028,-34.77,374.192,0.205
126.598,6998.155,63.501,0.239,476.613,1.017,476.615,NaN,4.67E+04,0,467.056,13.028,-34.564,375.877,0.205
127.098,6966.449,63.382,0.237,475.64,1.016,475.641,NaN,4.67E+04,0,466.976,13.028,-34.357,377.558,0.204
127.598,6934.803,63.263,0.238,474.666,1.016,474.667,NaN,4.67E+04,0,466.901,13.028,-34.152,379.237,0.204
128.098,6903.216,63.146,0.236,473.688,1.015,473.689,NaN,4.67E+04,0,466.815,13.028,-33.946,380.912,0.203
128.598,6871.688,63.029,0.232,472.702,1.015,472.703,NaN,4.67E+04,0,466.73,13.028,-33.741,382.588,0.203
129.098,6840.217,62.914,0.233,471.712,1.015,471.713,NaN,4.67E+04,0,466.763,13.028,-33.537,384.356,0.202
129.598,6808.805,62.797,0.233,470.72,1.014,470.721,NaN,4.67E+04,0,466.778,13.028,-33.333,386.121,0.202
130.098,6777.451,62.681,0.234,469.729,1.014,469.73,NaN,4.67E+04,0,466.775,13.028,-33.129,387.883,0.201
130.598,6746.155,62.565,0.233,468.74,1.013,468.741,NaN,4.67E+04,0,466.755,13.028,-32.926,389.641,0.201
131.098,6714.918,62.448,0.233,467.756,1.013,467.757,NaN,4.67E+04,0,466.732,13.028,-32.722,391.396,0.2
131.598,6683.738,62.333,0.231,466.771,1.012,466.772,NaN,4.67E+04,0,466.687,13.028,-32.52,393.148,0.2
132.098,6652.616,62.218,0.23,465.781,1.012,465.782,NaN,4.67E+04,0,466.639,13.028,-32.318,394.897,0.199
132.598,6621.551,62.104,0.232,464.787,1.012,464.788,NaN,4.67E+04,0,466.589,13.028,-32.116,396.642,0.199
133.098,6590.543,61.989,0.227,463.797,1.011,463.798,NaN,4.67E+04,0,466.522,13.028,-31.914,398.384,0.199
133.598,6559.593,61.876,0.229,462.813,1.011,462.814,NaN,4.67E+04,0,466.463,13.028,-31.713,400.123,0.198
134.098,6528.698,61.763,0.224,461.833,1.01,461.835,NaN,4.67E+04,0,466.39,13.028,-31.512,401.859,0.198
134.598,6497.86,61.651,0.222,460.861,1.01,460.862,NaN,4.67E+04,0,466.32,13.028,-31.312,403.592,0.197
135.098,6467.078,61.54,0.222,459.892,1.009,459.893,NaN,4.67E+04,0,466.249,13.028,-31.112,405.321,0.197
135.598,6436.35,61.43,0.231,458.926,1.009,458.927,NaN,4.67E+04,0,466.205,13.028,-30.912,407.048,0.196
136.098,6405.678,61.321,0.224,457.954,1.009,457.955,NaN,4.67E+04,0,466.114,13.028,-30.712,408.771,0.196
136.598,6375.06,61.214,0.219,456.966,1.008,456.967,NaN,4.67E+04,0,466.024,13.028,-30.513,410.492,0.196
137.098,6344.496,61.106,0.216,455.976,1.008,455.977,NaN,4.67E+04,0,466.049,13.028,-30.315,412.303,0.195
137.598,6313.986,60.998,0.216,454.992,1.007,454.993,NaN,4.67E+04,0,466.071,13.028,-30.116,414.118,0.195
138.098,6283.53,60.89,0.226,454.008,1.007,454.009,NaN,4.67E+04,0,466.087,13.028,-29.918,415.929,0.194
138.598,6253.128,60.781,0.22,453.031,1.006,453.032,NaN,4.67E+04,0,466.064,13.028,-29.721,417.738,0.194
139.098,6222.78,60.673,0.215,452.067,1.006,452.069,NaN,4.67E+04,0,466.036,13.028,-29.524,419.543,0.193
139.598,6192.486,60.565,0.217,451.108,1.006,451.109,NaN,4.67E+04,0,466.011,13.028,-29.327,421.345,0.193
140.098,6162.245,60.459,0.214,450.143,1.005,450.144,NaN,4.67E+04,0,465.961,13.028,-29.13,423.143,0.193
140.598,6132.058,60.352,0.219,449.175,1.005,449.176,NaN,4.67E+04,0,465.932,13.028,-28.934,424.939,0.192
141.098,6101.924,60.247,0.215,448.203,1.004,448.204,NaN,4.67E+04,0,465.872,13.028,-28.738,426.731,0.192
141.598,6071.843,60.142,0.21,447.218,1.004,447.219,NaN,4.67E+04,0,465.804,13.028,-28.542,428.521,0.191
142.098,6041.815,60.037,0.208,446.228,1.003,446.229,NaN,4.67E+04,0,465.744,13.028,-28.347,430.307,0.191
142.598,6011.838,59.933,0.209,445.238,1.003,445.239,NaN,4.67E+04,0,465.689,13.028,-28.152,432.09,0.191
143.098,5981.914,59.83,0.205,444.245,1.003,444.246,NaN,4.67E+04,0,465.619,13.028,-27.958,433.87,0.19
143.598,5952.041,59.728,0.206,443.248,1.002,443.249,NaN,4.67E+04,0,465.554,13.028,-27.764,435.647,0.19
144.098,5922.219,59.626,0.21,442.253,1.002,442.254,NaN,4.67E+04,0,465.496,13.028,-27.57,437.421,0.189
144.598,5892.448,59.524,0.201,441.268,1.001,441.269,NaN,4.67E+04,0,465.418,13.028,-27.376,439.192,0.189
145.098,5862.727,59.423,0.2,440.289,1.001,440.29,NaN,4.67E+04,0,465.388,13.028,-27.183,440.995,0.189
145.598,5833.057,59.324,0.207,439.308,1.001,439.31,NaN,4.67E+04,0,465.435,13.028,-26.99,442.862,0.188
146.098,5803.437,59.224,0.204,438.321,1,438.322,NaN,4.67E+04,0,465.438,13.028,-26.798,444.726,0.188
146.598,5773.866,59.123,0.202,437.332,1,437.334,NaN,4.67E+04,0,465.434,13.028,-26.606,446.586,0.187
147.098,5744.346,59.022,0.202,436.352,0.999,436.353,NaN,4.67E+04,0,465.425,13.028,-26.414,448.444,0.187
147.598,5714.876,58.923,0.2,435.371,0.999,435.372,NaN,4.67E+04,0,465.399,13.028,-26.222,450.298,0.187
148.098,5685.457,58.823,0.2,434.385,0.998,434.386,NaN,4.67E+04,0,465.369,13.028,-26.031,452.149,0.186
148.598,5656.086,58.724,0.21,433.396,0.998,433.398,NaN,4.67E+04,0,465.347,13.028,-25.84,453.997,0.186
149.098,5626.766,58.623,0.202,432.415,0.998,432.416,NaN,4.67E+04,0,465.29,13.028,-25.649,455.842,0.186
149.598,5597.495,58.524,0.203,431.447,0.997,431.448,NaN,4.67E+04,0,465.245,13.028,-25.459,457.684,0.185
150.098,5568.273,58.425,0.195,430.492,0.997,430.493,NaN,4.67E+04,0,465.186,13.028,-25.269,459.523,0.185
150.598,5539.1,58.328,0.196,429.542,0.996,429.543,NaN,4.67E+04,0,465.138,13.028,-25.08,461.359,0.184
151.098,5509.976,58.232,0.196,428.587,0.996,428.588,NaN,4.67E+04,0,465.083,13.028,-24.89,463.191,0.184
151.598,5480.9,58.137,0.192,427.623,0.996,427.624,NaN,4.67E+04,0,465.016,13.028,-24.701,465.021,0.184
152.098,5451.872,58.041,0.193,426.657,0.995,426.658,NaN,4.67E+04,0,464.961,13.028,-24.513,466.847,0.183
152.598,5422.891,57.946,0.189,425.698,0.995,425.699,NaN,4.67E+04,0,464.899,13.028,-24.324,468.671,0.183
153.098,5393.957,57.852,0.189,424.741,0.994,424.742,NaN,4.67E+04,0,464.843,13.028,-24.136,470.491,0.183
153.598,5365.071,57.759,0.189,423.779,0.994,423.78,NaN,4.67E+04,0,464.812,13.028,-23.948,472.338,0.182
154.098,5336.231,57.667,0.187,422.809,0.994,422.81,NaN,4.67E+04,0,464.84,13.028,-23.761,474.256,0.182
154.598,5307.437,57.573,0.187,421.834,0.993,421.835,NaN,4.67E+04,0,464.859,13.028,-23.574,476.171,0.182
155.098,5278.69,57.48,0.195,420.857,0.993,420.858,NaN,4.67E+04,0,464.878,13.028,-23.387,478.083,0.181
155.598,5249.99,57.388,0.187,419.872,0.992,419.873,NaN,4.67E+04,0,464.851,13.028,-23.2,479.992,0.181
156.098,5221.337,57.294,0.186,418.88,0.992,418.882,NaN,4.67E+04,0,464.833,13.028,-23.014,481.898,0.18
156.598,5192.73,57.201,0.191,417.89,0.992,417.891,NaN,4.67E+04,0,464.814,13.028,-22.828,483.801,0.18
157.098,5164.17,57.108,0.194,416.905,0.991,416.906,NaN,4.67E+04,0,464.786,13.028,-22.643,485.701,0.18
157.598,5135.656,57.014,0.188,415.933,0.991,415.934,NaN,4.67E+04,0,464.741,13.028,-22.457,487.597,0.179
158.098,5107.188,56.922,0.186,414.973,0.99,414.974,NaN,4.67E+04,0,464.696,13.028,-22.272,489.491,0.179
158.598,5078.766,56.83,0.183,414.022,0.99,414.023,NaN,4.67E+04,0,464.653,13.028,-22.087,491.381,0.179
159.098,5050.39,56.739,0.182,413.072,0.99,413.073,NaN,4.67E+04,0,464.6,13.028,-21.903,493.269,0.178
159.598,5022.058,56.649,0.181,412.122,0.989,412.123,NaN,4.67E+04,0,464.553,13.028,-21.719,495.153,0.178
160.098,4993.772,56.56,0.178,411.171,0.989,411.172,NaN,4.67E+04,0,464.499,13.028,-21.535,497.035,0.178
160.598,4965.531,56.471,0.178,410.217,0.988,410.219,NaN,4.67E+04,0,464.449,13.028,-21.351,498.913,0.177
161.098,4937.334,56.382,0.177,409.261,0.988,409.262,NaN,4.67E+04,0,464.395,13.028,-21.168,500.789,0.177
161.598,4909.181,56.295,0.179,408.3,0.988,408.301,NaN,4.67E+04,0,464.343,13.028,-20.985,502.661,0.177
162.098,4881.072,56.207,0.174,407.342,0.987,407.344,NaN,4.67E+04,0,464.283,13.028,-20.802,504.531,0.176
162.598,4853.006,56.12,0.174,406.391,0.987,406.392,NaN,4.67E+04,0,464.298,13.028,-20.62,506.473,0.176
163.098,4824.984,56.033,0.179,405.442,0.986,405.443,NaN,4.67E+04,0,464.338,13.028,-20.438,508.442,0.176
163.598,4797.005,55.947,0.19,404.488,0.986,404.489,NaN,4.67E+04,0,464.371,13.028,-20.256,510.407,0.175
164.098,4769.07,55.861,0.174,403.519,0.986,403.52,NaN,4.67E+04,0,464.338,13.028,-20.074,512.37,0.175
164.598,4741.179,55.774,0.174,402.54,0.985,402.541,NaN,4.67E+04,0,464.328,13.028,-19.893,514.33,0.175
165.098,4713.33,55.687,0.174,401.561,0.985,401.562,NaN,4.67E+04,0,464.311,13.028,-19.712,516.287,0.174
165.598,4685.526,55.601,0.176,400.582,0.985,400.583,NaN,4.67E+04,0,464.288,13.028,-19.531,518.24,0.174
166.098,4657.764,55.514,0.172,399.606,0.984,399.608,NaN,4.67E+04,0,464.254,13.028,-19.351,520.191,0.174
166.598,4630.046,55.428,0.197,398.635,0.984,398.636,NaN,4.67E+04,0,464.257,13.028,-19.171,522.138,0.173
167.098,4602.371,55.34,0.174,397.676,0.983,397.677,NaN,4.67E+04,0,464.18,13.028,-18.991,524.083,0.173
167.598,4574.738,55.255,0.169,396.733,0.983,396.734,NaN,4.67E+04,0,464.136,13.028,-18.811,526.024,0.173
168.098,4547.148,55.17,0.169,395.795,0.983,395.797,NaN,4.67E+04,0,464.096,13.028,-18.632,527.963,0.172
168.598,4519.6,55.086,0.168,394.855,0.982,394.857,NaN,4.67E+04,0,464.05,13.028,-18.453,529.899,0.172
169.098,4492.094,55.003,0.176,393.911,0.982,393.913,NaN,4.67E+04,0,464.02,13.028,-18.274,531.831,0.172
169.598,4464.629,54.921,0.165,392.958,0.982,392.96,NaN,4.67E+04,0,463.952,13.028,-18.096,533.761,0.171
170.098,4437.206,54.838,0.164,391.999,0.981,392,NaN,4.67E+04,0,463.905,13.028,-17.917,535.688,0.171
170.598,4409.824,54.756,0.163,391.04,0.981,391.041,NaN,4.67E+04,0,463.857,13.028,-17.739,537.612,0.171
171.098,4382.483,54.675,0.164,390.083,0.98,390.084,NaN,4.67E+04,0,463.813,13.028,-17.562,539.533,0.17
171.598,4355.183,54.595,0.166,389.123,0.98,389.124,NaN,4.67E+04,0,463.827,13.028,-17.384,541.521,0.17
172.098,4327.922,54.515,0.164,388.155,0.98,388.156,NaN,4.67E+04,0,463.854,13.028,-17.207,543.542,0.17
172.598,4300.703,54.434,0.164,387.179,0.979,387.181,NaN,4.67E+04,0,463.866,13.028,-17.03,545.561,0.169
173.098,4273.524,54.352,0.164,386.203,0.979,386.204,NaN,4.67E+04,0,463.872,13.028,-16.853,547.577,0.169
173.598,4246.385,54.271,0.165,385.227,0.979,385.229,NaN,4.67E+04,0,463.868,13.028,-16.677,549.59,0.169
174.098,4219.288,54.191,0.163,384.245,0.978,384.247,NaN,4.67E+04,0,463.85,13.028,-16.501,551.6,0.169
174.598,4192.231,54.11,0.163,383.258,0.978,383.259,NaN,4.67E+04,0,463.828,13.028,-16.325,553.606,0.168
175.098,4165.214,54.03,0.161,382.265,0.977,382.266,NaN,4.67E+04,0,463.799,13.028,-16.149,555.61,0.168
175.598,4138.237,53.95,0.165,381.268,0.977,381.27,NaN,4.67E+04,0,463.777,13.028,-15.974,557.611,0.168
176.098,4111.301,53.87,0.183,380.266,0.977,380.267,NaN,4.67E+04,0,463.776,13.028,-15.799,559.609,0.167
176.598,4084.405,53.792,0.159,379.247,0.976,379.248,NaN,4.67E+04,0,463.691,13.028,-15.624,561.604,0.167
177.098,4057.548,53.713,0.158,378.218,0.976,378.22,NaN,4.67E+04,0,463.653,13.028,-15.45,563.596,0.167
177.598,4030.731,53.634,0.156,377.193,0.976,377.194,NaN,4.67E+04,0,463.613,13.028,-15.275,565.585,0.166
178.098,4003.953,53.556,0.163,376.17,0.975,376.171,NaN,4.67E+04,0,463.58,13.028,-15.101,567.571,0.166
178.598,3977.213,53.477,0.155,375.153,0.975,375.155,NaN,4.67E+04,0,463.529,13.028,-14.927,569.554,0.166
179.098,3950.513,53.4,0.154,374.144,0.974,374.146,NaN,4.67E+04,0,463.487,13.028,-14.754,571.534,0.166
179.598,3923.851,53.323,0.156,373.139,0.974,373.14,NaN,4.67E+04,0,463.446,13.028,-14.581,573.512,0.165
180.098,3897.228,53.246,0.158,372.139,0.974,372.14,NaN,4.67E+04,0,463.406,13.028,-14.407,575.486,0.165
180.598,3870.642,53.17,0.152,371.149,0.973,371.15,NaN,4.67E+04,0,463.367,13.028,-14.235,577.468,0.165
181.098,3844.094,53.095,0.156,370.162,0.973,370.163,NaN,4.67E+04,0,463.409,13.028,-14.062,579.545,0.164
181.598,3817.584,53.019,0.158,369.176,0.973,369.177,NaN,4.67E+04,0,463.435,13.028,-13.89,581.619,0.164
182.098,3791.112,52.942,0.158,368.201,0.972,368.202,NaN,4.67E+04,0,463.446,13.028,-13.718,583.69,0.164
182.598,3764.677,52.865,0.154,367.237,0.972,367.238,NaN,4.67E+04,0,463.441,13.028,-13.546,585.758,0.164
183.098,3738.281,52.789,0.152,366.281,0.971,366.282,NaN,4.67E+04,0,463.432,13.028,-13.374,587.823,0.163
183.598,3711.923,52.713,0.152,365.329,0.971,365.331,NaN,4.67E+04,0,463.418,13.028,-13.203,589.886,0.163
184.098,3685.602,52.638,0.184,364.378,0.971,364.38,NaN,4.67E+04,0,463.455,13.028,-13.032,591.945,0.163
184.598,3659.319,52.564,0.156,363.413,0.97,363.414,NaN,4.67E+04,0,463.378,13.028,-12.861,594.001,0.162
185.098,3633.074,52.49,0.16,362.429,0.97,362.43,NaN,4.67E+04,0,463.356,13.028,-12.69,596.055,0.162
185.598,3606.867,52.416,0.152,361.432,0.97,361.433,NaN,4.67E+04,0,463.307,13.028,-12.52,598.105,0.162
186.098,3580.696,52.342,0.168,360.432,0.969,360.433,NaN,4.67E+04,0,463.296,13.028,-12.35,600.152,0.162
186.598,3554.563,52.266,0.157,359.445,0.969,359.446,NaN,4.67E+04,0,463.244,13.028,-12.18,602.197,0.161
187.098,3528.466,52.192,0.153,358.475,0.968,358.477,NaN,4.67E+04,0,463.205,13.028,-12.011,604.239,0.161
187.598,3502.406,52.118,0.145,357.518,0.968,357.52,NaN,4.67E+04,0,463.16,13.028,-11.841,606.278,0.161
188.098,3476.383,52.045,0.144,356.568,0.968,356.57,NaN,4.67E+04,0,463.123,13.028,-11.672,608.314,0.16
188.598,3450.395,51.973,0.148,355.621,0.967,355.622,NaN,4.67E+04,0,463.093,13.028,-11.503,610.347,0.16
189.098,3424.444,51.902,0.143,354.669,0.967,354.671,NaN,4.67E+04,0,463.047,13.028,-11.334,612.377,0.16
189.598,3398.528,51.831,0.147,353.712,0.967,353.713,NaN,4.67E+04,0,463.011,13.028,-11.166,614.405,0.16
190.098,3372.648,51.76,0.152,352.758,0.966,352.76,NaN,4.67E+04,0,462.98,13.028,-10.998,616.431,0.159
190.598,3346.803,51.689,0.144,351.816,0.966,351.818,NaN,4.67E+04,0,463.012,13.028,-10.83,618.563,0.159
191.098,3320.993,51.618,0.142,350.885,0.966,350.886,NaN,4.67E+04,0,463.037,13.028,-10.662,620.692,0.159
191.598,3295.219,51.547,0.162,349.956,0.965,349.958,NaN,4.67E+04,0,463.074,13.028,-10.494,622.817,0.159
192.098,3269.48,51.474,0.145,349.038,0.965,349.039,NaN,4.67E+04,0,463.057,13.028,-10.327,624.94,0.158
192.598,3243.776,51.404,0.154,348.125,0.964,348.126,NaN,4.67E+04,0,463.059,13.028,-10.16,627.06,0.158
193.098,3218.109,51.332,0.151,347.216,0.964,347.218,NaN,4.67E+04,0,463.044,13.028,-9.993,629.177,0.158
193.598,3192.476,51.26,0.144,346.322,0.964,346.323,NaN,4.67E+04,0,463.021,13.028,-9.827,631.291,0.157
194.098,3166.879,51.19,0.14,345.43,0.963,345.432,NaN,4.67E+04,0,462.993,13.028,-9.66,633.403,0.157
194.598,3141.317,51.12,0.151,344.536,0.963,344.537,NaN,4.67E+04,0,462.987,13.028,-9.494,635.511,0.157
195.098,3115.79,51.051,0.14,343.635,0.963,343.636,NaN,4.67E+04,0,462.939,13.028,-9.328,637.616,0.157
195.598,3090.298,50.981,0.153,342.728,0.962,342.73,NaN,4.67E+04,0,462.933,13.028,-9.162,639.719,0.156
196.098,3064.841,50.913,0.138,341.816,0.962,341.817,NaN,4.67E+04,0,462.877,13.028,-8.997,641.818,0.156
196.598,3039.418,50.845,0.155,340.894,0.962,340.896,NaN,4.67E+04,0,462.873,13.028,-8.832,643.915,0.156
197.098,3014.03,50.777,0.137,339.962,0.961,339.964,NaN,4.67E+04,0,462.809,13.028,-8.667,646.009,0.156
197.598,2988.675,50.71,0.136,339.019,0.961,339.021,NaN,4.67E+04,0,462.776,13.028,-8.502,648.1,0.155
198.098,2963.355,50.642,0.135,338.074,0.961,338.075,NaN,4.67E+04,0,462.742,13.028,-8.337,650.189,0.155
198.598,2938.068,50.576,0.138,337.124,0.96,337.126,NaN,4.67E+04,0,462.713,13.028,-8.173,652.274,0.155
199.098,2912.815,50.509,0.139,336.169,0.96,336.17,NaN,4.67E+04,0,462.675,13.028,-8.009,654.357,0.155
199.598,2887.595,50.442,0.14,335.214,0.96,335.215,NaN,4.67E+04,0,462.641,13.028,-7.845,656.437,0.154
200.098,2862.408,50.376,0.137,334.27,0.959,334.271,NaN,4.67E+04,0,462.641,13.028,-7.681,658.561,0.154
200.598,2837.255,50.31,0.15,333.327,0.959,333.328,NaN,4.67E+04,0,462.696,13.028,-7.518,660.747,0.154
201.098,2812.134,50.245,0.141,332.371,0.959,332.372,NaN,4.67E+04,0,462.7,13.028,-7.354,662.929,0.154
201.598,2787.046,50.18,0.134,331.399,0.958,331.401,NaN,4.67E+04,0,462.699,13.028,-7.191,665.109,0.153
202.098,2761.992,50.114,0.152,330.42,0.958,330.422,NaN,4.67E+04,0,462.718,13.028,-7.028,667.286,0.153
202.598,2736.971,50.046,0.133,329.448,0.958,329.45,NaN,4.67E+04,0,462.69,13.028,-6.866,669.46,0.153
203.098,2711.983,49.98,0.137,328.486,0.957,328.487,NaN,4.67E+04,0,462.687,13.028,-6.703,671.631,0.153
203.598,2687.028,49.914,0.139,327.519,0.957,327.52,NaN,4.67E+04,0,462.673,13.028,-6.541,673.8,0.152
204.098,2662.106,49.849,0.144,326.541,0.957,326.543,NaN,4.67E+04,0,462.659,13.028,-6.379,675.965,0.152
204.598,2637.218,49.785,0.131,325.551,0.956,325.553,NaN,4.67E+04,0,462.616,13.028,-6.217,678.128,0.152
205.098,2612.362,49.72,0.13,324.552,0.956,324.554,NaN,4.67E+04,0,462.59,13.028,-6.056,680.287,0.152
205.598,2587.538,49.654,0.133,323.554,0.956,323.555,NaN,4.67E+04,0,462.569,13.028,-5.894,682.444,0.151
206.098,2562.747,49.59,0.129,322.553,0.955,322.554,NaN,4.67E+04,0,462.534,13.028,-5.733,684.598,0.151
206.598,2537.989,49.526,0.133,321.547,0.955,321.548,NaN,4.67E+04,0,462.508,13.028,-5.572,686.75,0.151
207.098,2513.262,49.461,0.147,320.545,0.955,320.546,NaN,4.67E+04,0,462.494,13.028,-5.412,688.898,0.151
207.598,2488.567,49.396,0.127,319.556,0.954,319.558,NaN,4.67E+04,0,462.441,13.028,-5.251,691.044,0.15
208.098,2463.904,49.333,0.126,318.577,0.954,318.578,NaN,4.67E+04,0,462.41,13.028,-5.091,693.187,0.15
208.598,2439.273,49.27,0.14,317.597,0.954,317.598,NaN,4.67E+04,0,462.401,13.028,-4.931,695.327,0.15
209.098,2414.673,49.209,0.182,316.609,0.953,316.61,NaN,4.67E+04,0,462.435,13.028,-4.771,697.464,0.15
209.598,2390.104,49.149,0.123,315.597,0.953,315.598,NaN,4.67E+04,0,462.306,13.028,-4.611,699.599,0.149
210.098,2365.567,49.088,0.127,314.567,0.953,314.569,NaN,4.67E+04,0,462.301,13.028,-4.452,701.765,0.149
210.598,2341.06,49.026,0.125,313.542,0.952,313.543,NaN,4.67E+04,0,462.34,13.028,-4.292,704.007,0.149
211.098,2316.584,48.964,0.126,312.518,0.952,312.519,NaN,4.67E+04,0,462.366,13.028,-4.133,706.246,0.149
211.598,2292.139,48.902,0.128,311.489,0.952,311.49,NaN,4.67E+04,0,462.382,13.028,-3.974,708.483,0.149
212.098,2267.725,48.841,0.13,310.454,0.951,310.455,NaN,4.67E+04,0,462.383,13.028,-3.816,710.716,0.148
212.598,2243.342,48.778,0.139,309.419,0.951,309.421,NaN,4.67E+04,0,462.389,13.028,-3.657,712.946,0.148
213.098,2218.991,48.714,0.128,308.397,0.951,308.399,NaN,4.67E+04,0,462.367,13.028,-3.499,715.174,0.148
213.598,2194.67,48.652,0.132,307.387,0.95,307.389,NaN,4.67E+04,0,462.357,13.028,-3.341,717.399,0.148
214.098,2170.381,48.589,0.123,306.387,0.95,306.389,NaN,4.67E+04,0,462.331,13.028,-3.183,719.621,0.147
214.598,2146.122,48.527,0.128,305.393,0.949,305.394,NaN,4.67E+04,0,462.316,13.028,-3.025,721.84,0.147
215.098,2121.894,48.465,0.136,304.402,0.949,304.404,NaN,4.67E+04,0,462.309,13.028,-2.868,724.056,0.147
215.598,2097.697,48.405,0.122,303.409,0.949,303.411,NaN,4.67E+04,0,462.263,13.028,-2.711,726.27,0.147
216.098,2073.53,48.345,0.121,302.407,0.948,302.409,NaN,4.67E+04,0,462.237,13.028,-2.553,728.481,0.146
216.598,2049.394,48.284,0.122,301.406,0.948,301.407,NaN,4.67E+04,0,462.211,13.028,-2.397,730.689,0.146
217.098,2025.287,48.224,0.121,300.408,0.948,300.41,NaN,4.67E+04,0,462.184,13.028,-2.24,732.894,0.146
217.598,2001.211,48.164,0.131,299.415,0.947,299.417,NaN,4.67E+04,0,462.166,13.028,-2.083,735.097,0.146
218.098,1977.164,48.103,0.121,298.432,0.947,298.434,NaN,4.67E+04,0,462.131,13.028,-1.927,737.296,0.146
218.598,1953.147,48.045,0.118,297.453,0.947,297.454,NaN,4.67E+04,0,462.098,13.028,-1.771,739.493,0.145
219.098,1929.16,47.986,0.123,296.471,0.946,296.472,NaN,4.67E+04,0,462.074,13.028,-1.615,741.688,0.145
219.598,1905.202,47.927,0.118,295.494,0.946,295.496,NaN,4.67E+04,0,462.042,13.028,-1.459,743.879,0.145
220.098,1881.273,47.868,0.117,294.525,0.946,294.526,NaN,4.67E+04,0,462.014,13.028,-1.304,746.069,0.145
220.598,1857.373,47.81,0.116,293.56,0.945,293.561,NaN,4.67E+04,0,462.031,13.028,-1.148,748.329,0.144
221.098,1833.501,47.752,0.12,292.599,0.945,292.6,NaN,4.67E+04,0,462.069,13.028,-0.993,750.627,0.144
221.598,1809.659,47.694,0.137,291.634,0.945,291.636,NaN,4.67E+04,0,462.111,13.028,-0.838,752.922,0.144
222.098,1785.846,47.637,0.117,290.658,0.944,290.659,NaN,4.67E+04,0,462.089,13.028,-0.684,755.214,0.144
222.598,1762.062,47.579,0.117,289.672,0.944,289.673,NaN,4.67E+04,0,462.092,13.028,-0.529,757.503,0.144
223.098,1738.308,47.521,0.12,288.684,0.944,288.686,NaN,4.67E+04,0,462.091,13.028,-0.375,759.79,0.143
